Query: NLB074925_01, Tunefamily: 10000_0, average precision:[1.0] 
Query: NLB176911_01, Tunefamily: 4395_0, average precision:[0.0908276728900806] 
Query: NLB176924_01, Tunefamily: 4395_0, average precision:[0.0025737638158923404] 
Query: NLB179308_01, Tunefamily: 4395_0, average precision:[0.09392908573764372] 
Query: NLB180439_01, Tunefamily: 4395_0, average precision:[0.14711016037765] 
Query: NLB180932_01, Tunefamily: 4395_0, average precision:[0.09903022338792845] 
Query: NLB183208_01, Tunefamily: 4395_0, average precision:[0.060725467167791244] 
Query: NLB129981_01, Tunefamily: 43_0, average precision:[0.5084745762711864] 
Query: NLB135682_01, Tunefamily: 43_0, average precision:[0.5058823529411764] 
Query: NLB128264_01, Tunefamily: 4401_1, average precision:[0.21244671580042834] 
Query: NLB128267_01, Tunefamily: 4401_1, average precision:[0.21285674142004055] 
Query: NLB135323_01, Tunefamily: 4401_1, average precision:[0.20090894380781626] 
Query: NLB150993_01, Tunefamily: 4401_1, average precision:[0.20351167520807115] 
Query: NLB152261_01, Tunefamily: 4401_1, average precision:[0.20100770515160427] 
Query: NLB128296_01, Tunefamily: 4402_0, average precision:[0.6395319759120838] 
Query: NLB134709_01, Tunefamily: 4402_0, average precision:[0.13919931310352535] 
Query: NLB134932_01, Tunefamily: 4402_0, average precision:[0.5373886938427285] 
Query: NLB145341_01, Tunefamily: 4402_0, average precision:[0.3011611434312749] 
Query: NLB165466_01, Tunefamily: 4402_0, average precision:[0.422715065948469] 
Query: NLB176917_01, Tunefamily: 4402_0, average precision:[0.5501288199579173] 
Query: NLB182331_01, Tunefamily: 4402_0, average precision:[0.24331693187958697] 
Query: NLB182974_01, Tunefamily: 4402_0, average precision:[0.47851696418604284] 
Query: NLB183252_01, Tunefamily: 4402_0, average precision:[0.12281968053569073] 
Query: NLB183407_01, Tunefamily: 4402_0, average precision:[0.2551178237936714] 
Query: NLB184959_01, Tunefamily: 4402_0, average precision:[0.5733162260594993] 
Query: NLB196668_01, Tunefamily: 4402_0, average precision:[0.17919707893170347] 
Query: NLB144859_01, Tunefamily: 4406_0, average precision:[1.0] 
Query: NLB166558_01, Tunefamily: 4406_0, average precision:[1.0] 
Query: NLB070421_01, Tunefamily: 4410_0, average precision:[0.08428637178855242] 
Query: NLB070422_01, Tunefamily: 4410_0, average precision:[0.09150423538517674] 
Query: NLB071008_01, Tunefamily: 4410_0, average precision:[0.08887447282717878] 
Query: NLB076518_01, Tunefamily: 4410_0, average precision:[0.1729389485631417] 
Query: NLB076565_01, Tunefamily: 4410_0, average precision:[0.16767771143055266] 
Query: NLB076565_02, Tunefamily: 4410_0, average precision:[0.16767771143055266] 
Query: NLB107614_01, Tunefamily: 4410_0, average precision:[0.08768720023693911] 
Query: NLB112034_01, Tunefamily: 4410_0, average precision:[0.18712222128141925] 
Query: NLB124708_01, Tunefamily: 4410_0, average precision:[0.08507594234641541] 
Query: NLB140595_01, Tunefamily: 4410_0, average precision:[0.1729389485631417] 
Query: NLB148584_01, Tunefamily: 4410_0, average precision:[0.08416592599966354] 
Query: NLB170249_01, Tunefamily: 4410_0, average precision:[0.13866465304655953] 
Query: NLB125879_01, Tunefamily: 4418_0, average precision:[0.5555555555555556] 
Query: NLB146580_01, Tunefamily: 4418_0, average precision:[0.5032051282051282] 
Query: NLB071661_01, Tunefamily: 4425_0, average precision:[0.015119630334442927] 
Query: NLB072641_01, Tunefamily: 4425_0, average precision:[0.015119630334442927] 
Query: NLB072694_01, Tunefamily: 4425_0, average precision:[0.334395852031061] 
Query: NLB125217_01, Tunefamily: 445_0, average precision:[0.08953148242495881] 
Query: NLB134935_01, Tunefamily: 445_0, average precision:[0.0872589348831999] 
Query: NLB135434_01, Tunefamily: 445_0, average precision:[0.08430023133736285] 
Query: NLB135824_01, Tunefamily: 445_0, average precision:[0.1084442498199072] 
Query: NLB137916_01, Tunefamily: 445_0, average precision:[0.08440790116194148] 
Query: NLB138386_01, Tunefamily: 445_0, average precision:[0.08496101518701345] 
Query: NLB151523_01, Tunefamily: 445_0, average precision:[0.21067667997685102] 
Query: NLB176646_01, Tunefamily: 445_0, average precision:[0.08498112428559725] 
Query: NLB180558_01, Tunefamily: 445_0, average precision:[0.21067667997685102] 
Query: NLB183256_01, Tunefamily: 445_0, average precision:[0.08406331420806708] 
Query: NLB192101_01, Tunefamily: 445_0, average precision:[0.09590717631020335] 
Query: NLB196451_01, Tunefamily: 445_0, average precision:[0.08814402123779234] 
Query: NLB130068_01, Tunefamily: 4462_0, average precision:[0.508695652173913] 
Query: NLB178464_01, Tunefamily: 4462_0, average precision:[0.5163934426229508] 
Query: NLB196693_01, Tunefamily: 4464_0, average precision:[1.0] 
Query: NLB196821_01, Tunefamily: 4464_0, average precision:[1.0] 
Query: NLB123187_01, Tunefamily: 449_0, average precision:[0.7618656443957649] 
Query: NLB123653_01, Tunefamily: 449_0, average precision:[0.7618656443957649] 
Query: NLB133660_01, Tunefamily: 449_0, average precision:[0.7373818611414031] 
Query: NLB133660_02, Tunefamily: 449_0, average precision:[0.6953697444417539] 
Query: NLB133660_03, Tunefamily: 449_0, average precision:[0.1271621475029084] 
Query: NLB140602_01, Tunefamily: 449_0, average precision:[0.6953697444417539] 
Query: NLB142633_01, Tunefamily: 449_0, average precision:[0.43529368561856185] 
Query: NLB142633_02, Tunefamily: 449_0, average precision:[0.16853059298254408] 
Query: NLB004805_01, Tunefamily: 4505_0, average precision:[0.5016957841207349] 
Query: NLB004850_01, Tunefamily: 4505_0, average precision:[0.5016957841207349] 
Query: NLB004850_02, Tunefamily: 4505_0, average precision:[0.3509883815521251] 
Query: NLB138004_01, Tunefamily: 4505_0, average precision:[0.26800460121709613] 
Query: NLB126069_01, Tunefamily: 4532_0, average precision:[1.0] 
Query: NLB126391_01, Tunefamily: 4532_0, average precision:[1.0] 
Query: NLB070081_01, Tunefamily: 454_0, average precision:[0.29149704779417596] 
Query: NLB072344_01, Tunefamily: 454_0, average precision:[0.276061018017177] 
Query: NLB074715_01, Tunefamily: 454_0, average precision:[0.25320461691748297] 
Query: NLB076452_01, Tunefamily: 454_0, average precision:[0.2740165342592761] 
Query: NLB175945_01, Tunefamily: 4552_0, average precision:[1.0] 
Query: NLB176211_01, Tunefamily: 4552_0, average precision:[1.0] 
Query: NLB176449_01, Tunefamily: 4552_0, average precision:[1.0] 
Query: NLB176353_01, Tunefamily: 4559_0, average precision:[0.9166666666666666] 
Query: NLB184309_01, Tunefamily: 4559_0, average precision:[0.8666666666666667] 
Query: NLB192128_01, Tunefamily: 4559_0, average precision:[1.0] 
Query: NLB128098_01, Tunefamily: 4560_0, average precision:[0.25471426773418393] 
Query: NLB129968_01, Tunefamily: 4560_0, average precision:[0.08102505492340978] 
Query: NLB134845_01, Tunefamily: 4560_0, average precision:[0.2684965462598578] 
Query: NLB134979_01, Tunefamily: 4560_0, average precision:[0.2684965462598578] 
Query: NLB135743_01, Tunefamily: 4560_0, average precision:[0.31555852706347776] 
Query: NLB151492_01, Tunefamily: 4560_0, average precision:[0.390082353704175] 
Query: NLB166431_01, Tunefamily: 4560_0, average precision:[0.08082398544073355] 
Query: NLB176666_01, Tunefamily: 4560_0, average precision:[0.15194607260814888] 
Query: NLB177139_01, Tunefamily: 4560_0, average precision:[0.07887241157885892] 
Query: NLB182881_01, Tunefamily: 4560_0, average precision:[0.3135939390350823] 
Query: NLB183315_01, Tunefamily: 4560_0, average precision:[0.08202671812035198] 
Query: NLB184961_01, Tunefamily: 4560_0, average precision:[0.09974960541437575] 
Query: NLB196681_01, Tunefamily: 4560_0, average precision:[0.33364331718470636] 
Query: NLB126026_01, Tunefamily: 45_0, average precision:[1.0] 
Query: NLB127013_01, Tunefamily: 45_0, average precision:[1.0] 
Query: NLB074916_01, Tunefamily: 4601_0, average precision:[0.07509392305798204] 
Query: NLB105020_01, Tunefamily: 4601_0, average precision:[0.10143819091000657] 
Query: NLB111761_01, Tunefamily: 4601_0, average precision:[0.1067921881238138] 
Query: NLB112235_01, Tunefamily: 4601_0, average precision:[0.14542800847092158] 
Query: NLB112235_03, Tunefamily: 4601_0, average precision:[0.14542800847092158] 
Query: NLB123864_01, Tunefamily: 4601_0, average precision:[0.08394779116917132] 
Query: NLB127246_01, Tunefamily: 4601_0, average precision:[0.10902458617129367] 
Query: NLB128192_01, Tunefamily: 4601_0, average precision:[0.07414427315136064] 
Query: NLB138418_01, Tunefamily: 4601_0, average precision:[0.0721769108385192] 
Query: NLB140476_01, Tunefamily: 4601_0, average precision:[0.1021470500389684] 
Query: NLB144172_01, Tunefamily: 4601_0, average precision:[0.07544306530356856] 
Query: NLB146401_01, Tunefamily: 4601_0, average precision:[0.07409298990306465] 
Query: NLB167101_01, Tunefamily: 4601_0, average precision:[0.08046542548126906] 
Query: NLB180831_01, Tunefamily: 4601_0, average precision:[0.08208240756331778] 
Query: NLB125177_01, Tunefamily: 4608_0, average precision:[0.25296585141372707] 
Query: NLB167296_01, Tunefamily: 4608_0, average precision:[0.3013312779682444] 
Query: NLB167296_02, Tunefamily: 4608_0, average precision:[0.2515280650590389] 
Query: NLB177781_01, Tunefamily: 4608_0, average precision:[0.26854301423048527] 
Query: NLB126279_01, Tunefamily: 4636_0, average precision:[0.5068841090186134] 
Query: NLB127080_01, Tunefamily: 4636_0, average precision:[0.5106440639952153] 
Query: NLB175846_01, Tunefamily: 4636_0, average precision:[0.26008545851878584] 
Query: NLB179306_01, Tunefamily: 4636_0, average precision:[0.2777563546386452] 
Query: NLB126896_01, Tunefamily: 4641_1, average precision:[0.6691919191919192] 
Query: NLB126896_02, Tunefamily: 4641_1, average precision:[0.3368067281657513] 
Query: NLB144596_01, Tunefamily: 4641_1, average precision:[0.6717948717948719] 
Query: NLB075927_01, Tunefamily: 4641_2, average precision:[0.6833333333333333] 
Query: NLB076937_01, Tunefamily: 4641_2, average precision:[0.6833333333333333] 
Query: NLB123215_01, Tunefamily: 4641_2, average precision:[0.34384205079213437] 
Query: NLB075558_01, Tunefamily: 4641_3, average precision:[0.5181818181818182] 
Query: NLB133647_01, Tunefamily: 4641_3, average precision:[0.5227272727272727] 
Query: NLB123874_01, Tunefamily: 4652_0, average precision:[0.07152222784885486] 
Query: NLB129825_01, Tunefamily: 4652_0, average precision:[0.32500141834073887] 
Query: NLB135804_01, Tunefamily: 4652_0, average precision:[0.06762770572946197] 
Query: NLB150858_01, Tunefamily: 4652_0, average precision:[0.3044269840939148] 
Query: NLB175742_01, Tunefamily: 4652_0, average precision:[0.08673356390109967] 
Query: NLB176526_01, Tunefamily: 4652_0, average precision:[0.10241290746740925] 
Query: NLB176910_01, Tunefamily: 4652_0, average precision:[0.0017232311149022207] 
Query: NLB180410_01, Tunefamily: 4652_0, average precision:[0.25354487660865466] 
Query: NLB183224_01, Tunefamily: 4652_0, average precision:[0.16398203608956466] 
Query: NLB183423_01, Tunefamily: 4652_0, average precision:[0.07852648865533451] 
Query: NLB183464_01, Tunefamily: 4652_0, average precision:[0.11658542923926138] 
Query: NLB184980_01, Tunefamily: 4652_0, average precision:[0.2503988489196146] 
Query: NLB190972_01, Tunefamily: 4652_0, average precision:[0.22073867923019047] 
Query: NLB192126_01, Tunefamily: 4652_0, average precision:[0.08868051473083419] 
Query: NLB192462_01, Tunefamily: 4652_0, average precision:[0.22073867923019047] 
Query: NLB070897_01, Tunefamily: 4660_0, average precision:[0.3418834791028596] 
Query: NLB142271_01, Tunefamily: 4660_0, average precision:[0.34144772148093205] 
Query: NLB170313_01, Tunefamily: 4660_0, average precision:[0.33380811667960636] 
Query: NLB124979_01, Tunefamily: 4681_0, average precision:[0.15089800328166886] 
Query: NLB134913_01, Tunefamily: 4681_0, average precision:[0.2554206807462668] 
Query: NLB176686_01, Tunefamily: 4681_0, average precision:[0.37488264355815826] 
Query: NLB178105_01, Tunefamily: 4681_0, average precision:[0.7161668028163535] 
Query: NLB184198_01, Tunefamily: 4681_0, average precision:[0.7161668028163535] 
Query: NLB192120_01, Tunefamily: 4681_0, average precision:[0.7161668028163535] 
Query: NLB192122_01, Tunefamily: 4681_0, average precision:[0.7161668028163535] 
Query: NLB151519_01, Tunefamily: 4684_0, average precision:[0.5196078431372549] 
Query: NLB180556_01, Tunefamily: 4684_0, average precision:[0.5769230769230769] 
Query: NLB138383_01, Tunefamily: 4686_0, average precision:[0.40625] 
Query: NLB195368_01, Tunefamily: 4686_0, average precision:[0.5788113695090439] 
Query: NLB196339_01, Tunefamily: 4686_0, average precision:[0.5772946859903382] 
Query: NLB111481_01, Tunefamily: 4692_0, average precision:[0.7519417475728155] 
Query: NLB112244_01, Tunefamily: 4692_0, average precision:[0.7519417475728155] 
Query: NLB149891_01, Tunefamily: 4692_0, average precision:[0.7519417475728155] 
Query: NLB180940_01, Tunefamily: 4692_0, average precision:[0.2554057854272652] 
Query: NLB129809_01, Tunefamily: 4693_0, average precision:[0.5580065359477124] 
Query: NLB152375_01, Tunefamily: 4693_0, average precision:[0.4680235187697874] 
Query: NLB180660_01, Tunefamily: 4693_0, average precision:[0.3413449185994908] 
Query: NLB150939_01, Tunefamily: 4699_0, average precision:[1.0] 
Query: NLB180334_01, Tunefamily: 4699_0, average precision:[1.0] 
Query: NLB134695_01, Tunefamily: 4704_0, average precision:[0.6703567035670357] 
Query: NLB135673_01, Tunefamily: 4704_0, average precision:[0.35098722415795586] 
Query: NLB135794_01, Tunefamily: 4704_0, average precision:[0.5592730276745147] 
Query: NLB125407_01, Tunefamily: 4705_0, average precision:[0.5092592592592593] 
Query: NLB146739_01, Tunefamily: 4705_0, average precision:[0.5303030303030303] 
Query: NLB146575_01, Tunefamily: 470_1, average precision:[1.0] 
Query: NLB146576_01, Tunefamily: 470_1, average precision:[1.0] 
Query: NLB072793_01, Tunefamily: 470_2, average precision:[0.3844002943340692] 
Query: NLB139069_01, Tunefamily: 470_2, average precision:[0.3492003998000999] 
Query: NLB180789_01, Tunefamily: 470_2, average precision:[0.37650533969552374] 
Query: NLB070511_01, Tunefamily: 470_3, average precision:[1.0] 
Query: NLB072443_01, Tunefamily: 470_3, average precision:[1.0] 
Query: NLB146582_01, Tunefamily: 4711_1, average precision:[0.6428571428571428] 
Query: NLB146583_01, Tunefamily: 4711_1, average precision:[0.5588235294117647] 
Query: NLB140072_01, Tunefamily: 4711_2, average precision:[0.50355871886121] 
Query: NLB140072_02, Tunefamily: 4711_2, average precision:[0.5121951219512195] 
Query: NLB004846_01, Tunefamily: 4726_0, average precision:[0.510094995462147] 
Query: NLB015017_01, Tunefamily: 4726_0, average precision:[0.2515288501898438] 
Query: NLB134781_01, Tunefamily: 4726_0, average precision:[0.27936745949672526] 
Query: NLB135534_01, Tunefamily: 4726_0, average precision:[0.5355636631409827] 
Query: NLB124891_01, Tunefamily: 4738_0, average precision:[0.33353935054148964] 
Query: NLB150950_01, Tunefamily: 4738_0, average precision:[0.3352731193038793] 
Query: NLB180440_01, Tunefamily: 4738_0, average precision:[0.3372226460677729] 
Query: NLB128872_01, Tunefamily: 4745_0, average precision:[0.8577430972388955] 
Query: NLB165943_01, Tunefamily: 4745_0, average precision:[0.8577430972388955] 
Query: NLB167299_01, Tunefamily: 4745_0, average precision:[0.4642618648875166] 
Query: NLB167299_02, Tunefamily: 4745_0, average precision:[0.14598916134995427] 
Query: NLB175666_01, Tunefamily: 4745_0, average precision:[0.4642618648875166] 
Query: NLB178189_01, Tunefamily: 4745_0, average precision:[0.6854930823680824] 
Query: NLB183209_01, Tunefamily: 4745_0, average precision:[0.6678004535147393] 
Query: NLB137987_01, Tunefamily: 4747_0, average precision:[0.33091454802259884] 
Query: NLB177521_01, Tunefamily: 4747_0, average precision:[0.6770833333333334] 
Query: NLB186008_01, Tunefamily: 4747_0, average precision:[0.3998015873015873] 
Query: NLB195530_01, Tunefamily: 4747_0, average precision:[0.6770833333333334] 
Query: NLB151521_01, Tunefamily: 4748_0, average precision:[1.0] 
Query: NLB180557_01, Tunefamily: 4748_0, average precision:[1.0] 
Query: NLB138347_01, Tunefamily: 4749_0, average precision:[0.506896551724138] 
Query: NLB152288_01, Tunefamily: 4749_0, average precision:[0.508130081300813] 
Query: NLB182371_01, Tunefamily: 474_0, average precision:[0.510989010989011] 
Query: NLB184205_01, Tunefamily: 474_0, average precision:[0.5112359550561798] 
Query: NLB137555_01, Tunefamily: 4754_0, average precision:[1.0] 
Query: NLB190991_01, Tunefamily: 4754_0, average precision:[1.0] 
